iteration dataset variable_type variable_source variable_name spatial_frequency_bin spatial_region MSAV PSD MAV R
0 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
5 train PDE reference mu_diff 7.0 all  11802626.094244845  
5 train PDE reference mu_diff 8.0 all  131081669.1509541  
5 train PDE reference mu_diff 9.0 all  10408603.378371345  
5 train PDE reference mu_diff 10.0 all  2411686.796221696  
5 train PDE reference mu_diff all 1   7333.420361001917 
5 train PDE reference mu_diff all 2   7584.769855145554 
5 train PDE reference mu_diff all 3   7486.343429316707 
5 train PDE reference mu_diff all 4   10024.899752177153 
5 train PDE reference mu_diff all 5   8910.670561124967 
5 train elastogram model mu_pred all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.14613811e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_pred'"   "<xarray.DataArray 'elastogram' ()> Size: 8B
array(-0.05005621)
Coordinates:
    frequency  int32 4B 90"
5 train elastogram model mu_pred 1.0 all    
5 train elastogram model mu_pred 2.0 all  11730089251.688963  
5 train elastogram model mu_pred 3.0 all  180780685.74401888  
5 train elastogram model mu_pred 4.0 all  1122856128.1743286  
5 train elastogram model mu_pred 5.0 all  28070118.349365786  
5 train elastogram model mu_pred 6.0 all  471274564.4110401  
5 train elastogram model mu_pred 7.0 all  11435644.538681915  
5 train elastogram model mu_pred 8.0 all  130745830.83541484  
5 train elastogram model mu_pred 9.0 all  10226273.802422442  
5 train elastogram model mu_pred 10.0 all  2220691.9502380616  
5 train elastogram model mu_pred all 1   7811.170859067153 
5 train elastogram model mu_pred all 2   7994.0047976951 
5 train elastogram model mu_pred all 3   5785.526408242186 
5 train elastogram model mu_pred all 4   3610.511055963418 
5 train elastogram model mu_pred all 5   7235.727164154727 
5 train elastogram residual mu_diff all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_diff'"   
5 train elastogram residual mu_diff 1.0 all    
5 train elastogram residual mu_diff 2.0 all  9466088073.031233  
5 train elastogram residual mu_diff 3.0 all  211528600.75700954  
5 train elastogram residual mu_diff 4.0 all  1128970613.8617857  
5 train elastogram residual mu_diff 5.0 all  29253861.694221266  
5 train elastogram residual mu_diff 6.0 all  472255105.05223453  
5 train elastogram residual mu_diff 7.0 all  11802626.094244845  
5 train elastogram residual mu_diff 8.0 all  131081669.1509541  
5 train elastogram residual mu_diff 9.0 all  10408603.378371345  
5 train elastogram residual mu_diff 10.0 all  2411686.796221696  
5 train elastogram residual mu_diff all 1   7333.420361001917 
5 train elastogram residual mu_diff all 2   7584.769855145554 
5 train elastogram residual mu_diff all 3   7486.343429316707 
5 train elastogram residual mu_diff all 4   10024.899752177153 
5 train elastogram residual mu_diff all 5   8910.670561124967 
5 train elastogram reference mu_true all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_true'"   
5 train elastogram reference mu_true 1.0 all    
5 train elastogram reference mu_true 2.0 all  3205625360.7457643  
5 train elastogram reference mu_true 3.0 all  27052149.866971437  
5 train elastogram reference mu_true 4.0 all  5887737.94901611  
5 train elastogram reference mu_true 5.0 all  1317326.3449889477  
5 train elastogram reference mu_true 6.0 all  930774.2190823411  
5 train elastogram reference mu_true 7.0 all  373110.26991664956  
5 train elastogram reference mu_true 8.0 all  318738.2962869032  
5 train elastogram reference mu_true 9.0 all  188345.85649560567  
5 train elastogram reference mu_true 10.0 all  191645.00459403038  
5 train elastogram reference mu_true all 1   3052.8306835779963 
5 train elastogram reference mu_true all 2   10015.975997504951 
5 train elastogram reference mu_true all 3   10015.975997504951 
5 train elastogram reference mu_true all 4   10015.975997504951 
5 train elastogram reference mu_true all 5   10015.975997504951 
5 train direct model direct_pred all all "<xarray.DataArray 'direct' ()> Size: 8B
array(22452690.4484988)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_pred'"   "<xarray.DataArray 'direct' ()> Size: 8B
array(0.42874677)
Coordinates:
    frequency  int32 4B 90"
5 train direct model direct_pred 1.0 all    
5 train direct model direct_pred 2.0 all  4387397372.880142  
5 train direct model direct_pred 3.0 all  116833785.13921782  
5 train direct model direct_pred 4.0 all  34434609.07269123  
5 train direct model direct_pred 5.0 all  16806753.734280754  
5 train direct model direct_pred 6.0 all  9555542.252829911  
5 train direct model direct_pred 7.0 all  4810548.097777674  
5 train direct model direct_pred 8.0 all  3562649.8066109684  
5 train direct model direct_pred 9.0 all  2109646.8825986898  
5 train direct model direct_pred 10.0 all  1811572.079111452  
5 train direct model direct_pred all 1   3496.308162107902 
5 train direct model direct_pred all 2   9757.922760226036 
5 train direct model direct_pred all 3   8385.944868196711 
5 train direct model direct_pred all 4   3803.0802775146667 
5 train direct model direct_pred all 5   3415.1419997440953 
5 train direct residual direct_diff all all "<xarray.DataArray 'direct' ()> Size: 8B
array(7474921.20340743)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_diff'"   
5 train direct residual direct_diff 1.0 all    
5 train direct residual direct_diff 2.0 all  825458252.8449337  
5 train direct residual direct_diff 3.0 all  118197169.6960203  
5 train direct residual direct_diff 4.0 all  39606002.2841481  
5 train direct residual direct_diff 5.0 all  18251720.426647622  
5 train direct residual direct_diff 6.0 all  11220001.25895756  
5 train direct residual direct_diff 7.0 all  5275058.312648423  
5 train direct residual direct_diff 8.0 all  4033557.5300058182  
5 train direct residual direct_diff 9.0 all  2298159.0371957435  
5 train direct residual direct_diff 10.0 all  1977224.1394095193  
5 train direct residual direct_diff all 1   674.2022035219995 
5 train direct residual direct_diff all 2   647.4812248444339 
5 train direct residual direct_diff all 3   7219.677885356874 
5 train direct residual direct_diff all 4   6785.923881524675 
5 train direct residual direct_diff all 5   6664.989361940163 
5 train direct reference mu_true all all "<xarray.DataArray 'direct' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'mu_true'"   
5 train direct reference mu_true 1.0 all    
5 train direct reference mu_true 2.0 all  3205625360.7457643  
5 train direct reference mu_true 3.0 all  27052149.866971437  
5 train direct reference mu_true 4.0 all  5887737.94901611  
5 train direct reference mu_true 5.0 all  1317326.3449889477  
5 train direct reference mu_true 6.0 all  930774.2190823411  
5 train direct reference mu_true 7.0 all  373110.26991664956  
5 train direct reference mu_true 8.0 all  318738.2962869032  
5 train direct reference mu_true 9.0 all  188345.85649560567  
5 train direct reference mu_true 10.0 all  191645.00459403038  
5 train direct reference mu_true all 1   3052.8306835779963 
5 train direct reference mu_true all 2   10015.975997504951 
5 train direct reference mu_true all 3   10015.975997504951 
5 train direct reference mu_true all 4   10015.975997504951 
5 train direct reference mu_true all 5   10015.975997504951 
6 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_pred'"   "<xarray.DataArray 'anatomy' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
6 train anatomy model a_pred 1.0 all    
6 train anatomy model a_pred 2.0 all  0.0  
6 train anatomy model a_pred 3.0 all  0.0  
6 train anatomy model a_pred 4.0 all  0.0  
6 train anatomy model a_pred 5.0 all  0.0  
6 train anatomy model a_pred 6.0 all  0.0  
6 train anatomy model a_pred 7.0 all  0.0  
6 train anatomy model a_pred 8.0 all  0.0  
6 train anatomy model a_pred 9.0 all  0.0  
6 train anatomy model a_pred 10.0 all  0.0  
6 train anatomy model a_pred all 1   0.0 
6 train anatomy model a_pred all 2   0.0 
6 train anatomy model a_pred all 3   0.0 
6 train anatomy model a_pred all 4   0.0 
6 train anatomy model a_pred all 5   0.0 
6 train anatomy residual a_diff all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_diff'"   
6 train anatomy residual a_diff 1.0 all    
6 train anatomy residual a_diff 2.0 all  0.0  
6 train anatomy residual a_diff 3.0 all  0.0  
6 train anatomy residual a_diff 4.0 all  0.0  
6 train anatomy residual a_diff 5.0 all  0.0  
6 train anatomy residual a_diff 6.0 all  0.0  
6 train anatomy residual a_diff 7.0 all  0.0  
6 train anatomy residual a_diff 8.0 all  0.0  
6 train anatomy residual a_diff 9.0 all  0.0  
6 train anatomy residual a_diff 10.0 all  0.0  
6 train anatomy residual a_diff all 1   0.0 
6 train anatomy residual a_diff all 2   0.0 
6 train anatomy residual a_diff all 3   0.0 
6 train anatomy residual a_diff all 4   0.0 
6 train anatomy residual a_diff all 5   0.0 
6 train anatomy reference a_true all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_true'"   
6 train anatomy reference a_true 1.0 all    
6 train anatomy reference a_true 2.0 all  0.0  
6 train anatomy reference a_true 3.0 all  0.0  
6 train anatomy reference a_true 4.0 all  0.0  
6 train anatomy reference a_true 5.0 all  0.0  
6 train anatomy reference a_true 6.0 all  0.0  
6 train anatomy reference a_true 7.0 all  0.0  
6 train anatomy reference a_true 8.0 all  0.0  
6 train anatomy reference a_true 9.0 all  0.0  
6 train anatomy reference a_true 10.0 all  0.0  
6 train anatomy reference a_true all 1   0.0 
6 train anatomy reference a_true all 2   0.0 
6 train anatomy reference a_true all 3   0.0 
6 train anatomy reference a_true all 4   0.0 
6 train anatomy reference a_true all 5   0.0 
6 train "wave field" model u_pred all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00057628)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_pred'"   "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.69307942)
Coordinates:
    frequency  int32 4B 90"
6 train "wave field" model u_pred 1.0 all    
6 train "wave field" model u_pred 2.0 all  0.07615267028060249  
6 train "wave field" model u_pred 3.0 all  0.0011058478042889621  
6 train "wave field" model u_pred 4.0 all  0.007515385687841632  
6 train "wave field" model u_pred 5.0 all  9.089757739260093e-05  
6 train "wave field" model u_pred 6.0 all  0.0011068604007258478  
6 train "wave field" model u_pred 7.0 all  2.352940626997874e-05  
6 train "wave field" model u_pred 8.0 all  0.00037220860557692304  
6 train "wave field" model u_pred 9.0 all  9.975315826068713e-06  
6 train "wave field" model u_pred 10.0 all  8.132837877726639e-06  
6 train "wave field" model u_pred all 1   0.003114439447839669 
6 train "wave field" model u_pred all 2   0.0019688264454167563 
6 train "wave field" model u_pred all 3   0.0014149599721247595 
6 train "wave field" model u_pred all 4   0.0017633746600940537 
6 train "wave field" model u_pred all 5   0.002314366288932468 
6 train "wave field" residual u_diff all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00057493)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_diff'"   
6 train "wave field" residual u_diff 1.0 all    
6 train "wave field" residual u_diff 2.0 all  0.076653998748736  
6 train "wave field" residual u_diff 3.0 all  0.0009001266290679825  
6 train "wave field" residual u_diff 4.0 all  0.007479526682727458  
6 train "wave field" residual u_diff 5.0 all  7.750791995523826e-05  
6 train "wave field" residual u_diff 6.0 all  0.0011009867880499267  
6 train "wave field" residual u_diff 7.0 all  2.0271200026616526e-05  
6 train "wave field" residual u_diff 8.0 all  0.00037014389263547354  
6 train "wave field" residual u_diff 9.0 all  8.630952818435771e-06  
6 train "wave field" residual u_diff 10.0 all  7.018076906276681e-06  
6 train "wave field" residual u_diff all 1   0.0030901956998683915 
6 train "wave field" residual u_diff all 2   0.0020526430850438845 
6 train "wave field" residual u_diff all 3   0.001374049292266491 
6 train "wave field" residual u_diff all 4   0.0015403996303183579 
6 train "wave field" residual u_diff all 5   0.002122239728426021 
6 train "wave field" reference u_true all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(8.17413279e-06)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_true'"   
6 train "wave field" reference u_true 1.0 all    
6 train "wave field" reference u_true 2.0 all  0.0018081447307282212  
6 train "wave field" reference u_true 3.0 all  3.0008013650165038e-05  
6 train "wave field" reference u_true 4.0 all  3.792388045034782e-06  
6 train "wave field" reference u_true 5.0 all  1.0333118454197226e-06  
6 train "wave field" reference u_true 6.0 all  5.050347507677982e-07  
6 train "wave field" reference u_true 7.0 all  2.2741668070694143e-07  
6 train "wave field" reference u_true 8.0 all  1.7024252778784642e-07  
6 train "wave field" reference u_true 9.0 all  9.158695211661493e-08  
6 train "wave field" reference u_true 10.0 all  7.510692448230837e-08  
6 train "wave field" reference u_true all 1   0.00032224968900347985 
6 train "wave field" reference u_true all 2   0.0001823475253163132 
6 train "wave field" reference u_true all 3   0.0004966109203225826 
6 train "wave field" reference u_true all 4   0.00044916638242921127 
6 train "wave field" reference u_true all 5   0.0002947008513400737 
6 train Laplacian model lu_pred all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(22819.85410888)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_pred'"   "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(0.58148489)
Coordinates:
    frequency  int32 4B 90"
6 train Laplacian model lu_pred 1.0 all    
6 train Laplacian model lu_pred 2.0 all  1439434.6011423399  
6 train Laplacian model lu_pred 3.0 all  15451.392670077546  
6 train Laplacian model lu_pred 4.0 all  505574.24966299214  
6 train Laplacian model lu_pred 5.0 all  4536.994778208357  
6 train Laplacian model lu_pred 6.0 all  121259.0773979706  
6 train Laplacian model lu_pred 7.0 all  1556.7542681845055  
6 train Laplacian model lu_pred 8.0 all  17914.414356072743  
6 train Laplacian model lu_pred 9.0 all  664.4903827299667  
6 train Laplacian model lu_pred 10.0 all  302.8019544526178  
6 train Laplacian model lu_pred all 1   17.817768280392073 
6 train Laplacian model lu_pred all 2   18.85685773616468 
6 train Laplacian model lu_pred all 3   16.0380936577594 
6 train Laplacian model lu_pred all 4   20.441446737180286 
6 train Laplacian model lu_pred all 5   25.870681970398508 
6 train Laplacian residual lu_diff all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(99454.7374258)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_diff'"   
6 train Laplacian residual lu_diff 1.0 all    
6 train Laplacian residual lu_diff 2.0 all  18110584.40162346  
6 train Laplacian residual lu_diff 3.0 all  380997.2977530073  
6 train Laplacian residual lu_diff 4.0 all  549108.4722695677  
6 train Laplacian residual lu_diff 5.0 all  17046.36910761536  
6 train Laplacian residual lu_diff 6.0 all  125818.1003372535  
6 train Laplacian residual lu_diff 7.0 all  4112.227054474982  
6 train Laplacian residual lu_diff 8.0 all  19842.797175653715  
6 train Laplacian residual lu_diff 9.0 all  1953.010049095116  
6 train Laplacian residual lu_diff 10.0 all  1379.6961037211333  
6 train Laplacian residual lu_diff all 1   21.994966798716035 
6 train Laplacian residual lu_diff all 2   19.265322292890446 
6 train Laplacian residual lu_diff all 3   17.731997157550765 
6 train Laplacian residual lu_diff all 4   21.561191507726555 
6 train Laplacian residual lu_diff all 5   22.745224413444806 
6 train Laplacian reference Lu_true all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(77227.78728441)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'Lu_true'"   
6 train Laplacian reference Lu_true 1.0 all    
6 train Laplacian reference Lu_true 2.0 all  16764296.601907128  
6 train Laplacian reference Lu_true 3.0 all  384698.71037239535  
6 train Laplacian reference Lu_true 4.0 all  44354.63006636809  
6 train Laplacian reference Lu_true 5.0 all  12922.812095501875  
6 train Laplacian reference Lu_true 6.0 all  4627.898005228037  
6 train Laplacian reference Lu_true 7.0 all  2607.952916773148  
6 train Laplacian reference Lu_true 8.0 all  1919.1599351332718  
6 train Laplacian reference Lu_true 9.0 all  1346.1640571232067  
6 train Laplacian reference Lu_true 10.0 all  1132.5993493290525  
6 train Laplacian reference Lu_true all 1   12.51688793914196 
6 train Laplacian reference Lu_true all 2   3.745669203795787 
6 train Laplacian reference Lu_true all 3   6.687161882960564 
6 train Laplacian reference Lu_true all 4   11.790114119299055 
6 train Laplacian reference Lu_true all 5   12.181949943004938 
6 train PDE model pde_grad all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_grad'"   "<xarray.DataArray 'PDE' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
6 train PDE model pde_grad 1.0 all    
6 train PDE model pde_grad 2.0 all  0.0  
6 train PDE model pde_grad 3.0 all  0.0  
6 train PDE model pde_grad 4.0 all  0.0  
6 train PDE model pde_grad 5.0 all  0.0  
6 train PDE model pde_grad 6.0 all  0.0  
6 train PDE model pde_grad 7.0 all  0.0  
6 train PDE model pde_grad 8.0 all  0.0  
6 train PDE model pde_grad 9.0 all  0.0  
6 train PDE model pde_grad 10.0 all  0.0  
6 train PDE model pde_grad all 1   0.0 
6 train PDE model pde_grad all 2   0.0 
6 train PDE model pde_grad all 3   0.0 
6 train PDE model pde_grad all 4   0.0 
6 train PDE model pde_grad all 5   0.0 
6 train PDE residual pde_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_diff'"   
6 train PDE residual pde_diff 1.0 all    
6 train PDE residual pde_diff 2.0 all  9466088073.031233  
6 train PDE residual pde_diff 3.0 all  211528600.75700954  
6 train PDE residual pde_diff 4.0 all  1128970613.8617857  
6 train PDE residual pde_diff 5.0 all  29253861.694221266  
6 train PDE residual pde_diff 6.0 all  472255105.05223453  
6 train PDE residual pde_diff 7.0 all  11802626.094244845  
6 train PDE residual pde_diff 8.0 all  131081669.1509541  
6 train PDE residual pde_diff 9.0 all  10408603.378371345  
6 train PDE residual pde_diff 10.0 all  2411686.796221696  
6 train PDE residual pde_diff all 1   7333.420361001917 
6 train PDE residual pde_diff all 2   7584.769855145554 
6 train PDE residual pde_diff all 3   7486.343429316707 
6 train PDE residual pde_diff all 4   10024.899752177153 
6 train PDE residual pde_diff all 5   8910.670561124967 
6 train PDE reference mu_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'mu_diff'"   
6 train PDE reference mu_diff 1.0 all    
6 train PDE reference mu_diff 2.0 all  9466088073.031233  
6 train PDE reference mu_diff 3.0 all  211528600.75700954  
6 train PDE reference mu_diff 4.0 all  1128970613.8617857  
6 train PDE reference mu_diff 5.0 all  29253861.694221266  
6 train PDE reference mu_diff 6.0 all  472255105.05223453  
6 train PDE reference mu_diff 7.0 all  11802626.094244845  
6 train PDE reference mu_diff 8.0 all  131081669.1509541  
6 train PDE reference mu_diff 9.0 all  10408603.378371345  
6 train PDE reference mu_diff 10.0 all  2411686.796221696  
6 train PDE reference mu_diff all 1   7333.420361001917 
6 train PDE reference mu_diff all 2   7584.769855145554 
6 train PDE reference mu_diff all 3   7486.343429316707 
6 train PDE reference mu_diff all 4   10024.899752177153 
6 train PDE reference mu_diff all 5   8910.670561124967 
6 train elastogram model mu_pred all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.14613811e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_pred'"   "<xarray.DataArray 'elastogram' ()> Size: 8B
array(-0.05005621)
Coordinates:
    frequency  int32 4B 90"
6 train elastogram model mu_pred 1.0 all    
6 train elastogram model mu_pred 2.0 all  11730089251.688963  
6 train elastogram model mu_pred 3.0 all  180780685.74401888  
6 train elastogram model mu_pred 4.0 all  1122856128.1743286  
6 train elastogram model mu_pred 5.0 all  28070118.349365786  
6 train elastogram model mu_pred 6.0 all  471274564.4110401  
6 train elastogram model mu_pred 7.0 all  11435644.538681915  
6 train elastogram model mu_pred 8.0 all  130745830.83541484  
6 train elastogram model mu_pred 9.0 all  10226273.802422442  
6 train elastogram model mu_pred 10.0 all  2220691.9502380616  
6 train elastogram model mu_pred all 1   7811.170859067153 
6 train elastogram model mu_pred all 2   7994.0047976951 
6 train elastogram model mu_pred all 3   5785.526408242186 
6 train elastogram model mu_pred all 4   3610.511055963418 
6 train elastogram model mu_pred all 5   7235.727164154727 
6 train elastogram residual mu_diff all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.05416253e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_diff'"   
6 train elastogram residual mu_diff 1.0 all    
6 train elastogram residual mu_diff 2.0 all  9466088073.031233  
6 train elastogram residual mu_diff 3.0 all  211528600.75700954  
6 train elastogram residual mu_diff 4.0 all  1128970613.8617857  
6 train elastogram residual mu_diff 5.0 all  29253861.694221266  
6 train elastogram residual mu_diff 6.0 all  472255105.05223453  
6 train elastogram residual mu_diff 7.0 all  11802626.094244845  
6 train elastogram residual mu_diff 8.0 all  131081669.1509541  
6 train elastogram residual mu_diff 9.0 all  10408603.378371345  
6 train elastogram residual mu_diff 10.0 all  2411686.796221696  
6 train elastogram residual mu_diff all 1   7333.420361001917 
6 train elastogram residual mu_diff all 2   7584.769855145554 
6 train elastogram residual mu_diff all 3   7486.343429316707 
6 train elastogram residual mu_diff all 4   10024.899752177153 
6 train elastogram residual mu_diff all 5   8910.670561124967 
6 train elastogram reference mu_true all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_true'"   
6 train elastogram reference mu_true 1.0 all    
6 train elastogram reference mu_true 2.0 all  3205625360.7457643  
6 train elastogram reference mu_true 3.0 all  27052149.866971437  
6 train elastogram reference mu_true 4.0 all  5887737.94901611  
6 train elastogram reference mu_true 5.0 all  1317326.3449889477  
6 train elastogram reference mu_true 6.0 all  930774.2190823411  
6 train elastogram reference mu_true 7.0 all  373110.26991664956  
6 train elastogram reference mu_true 8.0 all  318738.2962869032  
6 train elastogram reference mu_true 9.0 all  188345.85649560567  
6 train elastogram reference mu_true 10.0 all  191645.00459403038  
6 train elastogram reference mu_true all 1   3052.8306835779963 
6 train elastogram reference mu_true all 2   10015.975997504951 
6 train elastogram reference mu_true all 3   10015.975997504951 
6 train elastogram reference mu_true all 4   10015.975997504951 
6 train elastogram reference mu_true all 5   10015.975997504951 
6 train direct model direct_pred all all "<xarray.DataArray 'direct' ()> Size: 8B
array(22452690.4484988)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_pred'"   "<xarray.DataArray 'direct' ()> Size: 8B
array(0.42874677)
Coordinates:
    frequency  int32 4B 90"
6 train direct model direct_pred 1.0 all    
6 train direct model direct_pred 2.0 all  4387397372.880142  
6 train direct model direct_pred 3.0 all  116833785.13921782  
6 train direct model direct_pred 4.0 all  34434609.07269123  
6 train direct model direct_pred 5.0 all  16806753.734280754  
6 train direct model direct_pred 6.0 all  9555542.252829911  
6 train direct model direct_pred 7.0 all  4810548.097777674  
6 train direct model direct_pred 8.0 all  3562649.8066109684  
6 train direct model direct_pred 9.0 all  2109646.8825986898  
6 train direct model direct_pred 10.0 all  1811572.079111452  
6 train direct model direct_pred all 1   3496.308162107902 
6 train direct model direct_pred all 2   9757.922760226036 
6 train direct model direct_pred all 3   8385.944868196711 
6 train direct model direct_pred all 4   3803.0802775146667 
6 train direct model direct_pred all 5   3415.1419997440953 
6 train direct residual direct_diff all all "<xarray.DataArray 'direct' ()> Size: 8B
array(7474921.20340743)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_diff'"   
6 train direct residual direct_diff 1.0 all    
6 train direct residual direct_diff 2.0 all  825458252.8449337  
6 train direct residual direct_diff 3.0 all  118197169.6960203  
6 train direct residual direct_diff 4.0 all  39606002.2841481  
6 train direct residual direct_diff 5.0 all  18251720.426647622  
6 train direct residual direct_diff 6.0 all  11220001.25895756  
6 train direct residual direct_diff 7.0 all  5275058.312648423  
6 train direct residual direct_diff 8.0 all  4033557.5300058182  
6 train direct residual direct_diff 9.0 all  2298159.0371957435  
6 train direct residual direct_diff 10.0 all  1977224.1394095193  
6 train direct residual direct_diff all 1   674.2022035219995 
6 train direct residual direct_diff all 2   647.4812248444339 
6 train direct residual direct_diff all 3   7219.677885356874 
6 train direct residual direct_diff all 4   6785.923881524675 
6 train direct residual direct_diff all 5   6664.989361940163 
6 train direct reference mu_true all all "<xarray.DataArray 'direct' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'mu_true'"   
6 train direct reference mu_true 1.0 all    
6 train direct reference mu_true 2.0 all  3205625360.7457643  
6 train direct reference mu_true 3.0 all  27052149.866971437  
6 train direct reference mu_true 4.0 all  5887737.94901611  
6 train direct reference mu_true 5.0 all  1317326.3449889477  
6 train direct reference mu_true 6.0 all  930774.2190823411  
6 train direct reference mu_true 7.0 all  373110.26991664956  
6 train direct reference mu_true 8.0 all  318738.2962869032  
6 train direct reference mu_true 9.0 all  188345.85649560567  
6 train direct reference mu_true 10.0 all  191645.00459403038  
6 train direct reference mu_true all 1   3052.8306835779963 
6 train direct reference mu_true all 2   10015.975997504951 
6 train direct reference mu_true all 3   10015.975997504951 
6 train direct reference mu_true all 4   10015.975997504951 
6 train direct reference mu_true all 5   10015.975997504951 
7 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_pred'"   "<xarray.DataArray 'anatomy' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
7 train anatomy model a_pred 1.0 all    
7 train anatomy model a_pred 2.0 all  0.0  
7 train anatomy model a_pred 3.0 all  0.0  
7 train anatomy model a_pred 4.0 all  0.0  
7 train anatomy model a_pred 5.0 all  0.0  
7 train anatomy model a_pred 6.0 all  0.0  
7 train anatomy model a_pred 7.0 all  0.0  
7 train anatomy model a_pred 8.0 all  0.0  
7 train anatomy model a_pred 9.0 all  0.0  
7 train anatomy model a_pred 10.0 all  0.0  
7 train anatomy model a_pred all 1   0.0 
7 train anatomy model a_pred all 2   0.0 
7 train anatomy model a_pred all 3   0.0 
7 train anatomy model a_pred all 4   0.0 
7 train anatomy model a_pred all 5   0.0 
7 train anatomy residual a_diff all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_diff'"   
7 train anatomy residual a_diff 1.0 all    
7 train anatomy residual a_diff 2.0 all  0.0  
7 train anatomy residual a_diff 3.0 all  0.0  
7 train anatomy residual a_diff 4.0 all  0.0  
7 train anatomy residual a_diff 5.0 all  0.0  
7 train anatomy residual a_diff 6.0 all  0.0  
7 train anatomy residual a_diff 7.0 all  0.0  
7 train anatomy residual a_diff 8.0 all  0.0  
7 train anatomy residual a_diff 9.0 all  0.0  
7 train anatomy residual a_diff 10.0 all  0.0  
7 train anatomy residual a_diff all 1   0.0 
7 train anatomy residual a_diff all 2   0.0 
7 train anatomy residual a_diff all 3   0.0 
7 train anatomy residual a_diff all 4   0.0 
7 train anatomy residual a_diff all 5   0.0 
7 train anatomy reference a_true all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_true'"   
7 train anatomy reference a_true 1.0 all    
7 train anatomy reference a_true 2.0 all  0.0  
7 train anatomy reference a_true 3.0 all  0.0  
7 train anatomy reference a_true 4.0 all  0.0  
7 train anatomy reference a_true 5.0 all  0.0  
7 train anatomy reference a_true 6.0 all  0.0  
7 train anatomy reference a_true 7.0 all  0.0  
7 train anatomy reference a_true 8.0 all  0.0  
7 train anatomy reference a_true 9.0 all  0.0  
7 train anatomy reference a_true 10.0 all  0.0  
7 train anatomy reference a_true all 1   0.0 
7 train anatomy reference a_true all 2   0.0 
